AGENCY,NAME,ADDRESS,CITY,STATE,ZIPCODE,PHONE,WEBSITE,YOUTH_FACILITIES,BEST_TIMES,ADVANCE_RESERVATION,THIRTY_FIVE,
National Oceanic and Atmospheric Administration,Lake Superior National Estuarine Research Reserve, , ,Wisconsin,54880,(715) 392-3141,http://lsnerr.uwex.edu/,"trails, access to estuary, waterways, and coastal areas (a.k.a., day use areas)","Spring, Fall",Registration required for educational programs,Y,
National Oceanic and Atmospheric Administration,Catoctin Mountain Park,6602 Foxville Rd,Thurmont,Maryland,21788,(301) 663-9388,https://www.nps.gov/cato/,"Restrooms, Visitor Center, Day use areas, picnic areas, self guiding trails","Spring, Fall",N,Y, 
National Park Service,National Park of American Samoa,"MHJ Building, 2nd FloorÊ",Pago Pago,American Somoa,96799,(684) 633-7082,https://www.nps.gov/npsa/,Restrooms,All Year,Y,N,
National Park Service,Russell Cave National Monument,3729 County Road 98,Bridgeport,Alabama,35740,(252) 495-2672,https://www.nps.gov/ruca/,"Restrooms, Visitor Center, Day use areas, picnic area, gazebo","Spring, Fall",N,Y,
National Park Service,Tuskegee Airman National Historic Site and Tuskegee Institute, ,Tuskegee,Alabama,36083,(334) 724-0922,https://www.nps.gov/tuai/,"Restrooms, Visitor Center","Winter, Fall",N,Y,
National Park Service,Denali National Park and Preserve, PO Box 9,Denali Park,Alaska,99755,(907) 683-9532,https://www.nps.gov/dena/,"Restrooms, Visitor Center, Environmental education facility, Amphitheater, Group shelters, Day use areas","Spring, Fall",N,Y,
National Park Service,Glacier Bay National Park and Preserve, ,Gustavus,Alaska,99826,(907) 697-2230,https://www.nps.gov/glba/,"Restrooms, Visitor Center","Spring, Fall",N,Y,
National Park Service,Little River Canyon National Preserve,"4322 Little River Trail NE, Suite 100",Fort Payne,Alabama,35967,(256) 845-9605,https://www.nps.gov/liri/,"Restrooms, Day Use Areas",All Year,N,N,
National Park Service,Horseshoe Bend National Military Park,11288 Horseshoe Bend Road,Daviston,Alabama,36256,(256) 234-7111,https://www.nps.gov/hobe/,"Restrooms, Visitor Center",All Year,N,Y,
National Park Service,Bering Land Bridge National Preserve,PO Box 220,Nome,Alaska,99762,(907) 443-2522,https://www.nps.gov/bela/,,"Summer, Fall",N,N,
National Park Service,Gates of the Arctic National Park and Preserve,4175 Geist Road,Fairbanks,Alaska,99709,(907) 457-5752,https://www.nps.gov/gaar/,"Restrooms, Visitor Center, EE Facility","Spring, Summer, Fall",N,Y,
National Park Service,Kenai Fjords National Park,PO Box 1727Ê,Seward,Alaska,99664,(907) 422-0500,https://www.nps.gov/kefj/,"Restroom, Visitor Center","Spring, Summer, Fall",N,Y,
National Park Service,Klondike Gold Rush National Historical Park,P.O. Box 517,Skagway,Alaska,99840,(907) 983-2921,https://www.nps.gov/klgo/,"Restrooms, Visitor Center","Spring, Summer, Fall",N,N,
National Park Service,Wrangell-St. Elias National Park and Preserve,PO Box 439,Copper Center,Alaska,99573,(907) 822-5234,https://www.nps.gov/wrst/,"Restrooms, Visitor Center","Spring, Summer, Fall",Y,N,
National Park Service,Canyon de Chelly National Monument,PO Box 588,Chinle,Arizona,86503,(928) 674-5500,https://www.nps.gov/cach/,"Restrooms, Visitor Center","Winter, Spring, Fall",Y,N,
National Park Service,Casa Grande Ruins National Monument,1100 Ruins Drive,Casa Grande,Arizona,85228,(520) 723-3172,https://www.nps.gov/cagr/,"Restrooms, Visitor Center, Day Use Areas","Winter, Spring, Fall",Y,N,
National Park Service,Chiricahua National Monument,12856 E. Rhyolite Creek Rd.,Willcox,Arizona,85643,(520) 824-3560,https://www.nps.gov/chir/,"Restrooms, Visitor Center","Spring, Fall",Y,N,
National Park Service,Glen Canyon National Recreation Area,PO Box 1507,Page,Arizona,86040,(928) 608-6200,https://www.nps.gov/glca/,"Restrooms, Visitor Center","Spring, Fall, Winter",N,Y,
National Park Service,Lake Mead National Recreation Area,601 Nevada Way,Boulder City,Nevada,89005,(702) 293-8990,https://www.nps.gov/lake/,"Restrooms, Visitor Center","Spring, Fall, Winter",N,Y,
National Park Service,Weir Farm National Historic Site,735 Nod Hill Road,Wilton,Connecticut,06897,(203) 834-1896,https://www.nps.gov/wefa/,"Restrooms, Visitor Center",All Year,Y,Y,
National Park Service,War in the Pacific National Historical Park,"135 Murray Blvd, Suite 100",Hagatna,Guam,96910,(671) 477-7278,https://www.nps.gov/wapa/,"Restrooms, Visitor Center","Spring, Fall, Winter",N,N,
National Park Service,Haleakalā National Park,PO Box 369,Makawao,Hawaii,96768,(808) 572-4400,https://www.nps.gov/hale/,"Restrooms, Visitor Center",All Year,Y,N,
National Park Service,Craters of the Moon National Monument and Preserve,PO Box 29,Arco,Idaho,83213,(208) 527-3257,https://www.nps.gov/crmo/,"Restrooms, Visitor Center","Spring, Winter, Fall",N,N,
National Park Service,Lincoln Home National Historic Site,413 S. Eighth Street,Springfield,Illinois,62701,(217) 492-4241,https://www.nps.gov/liho/,"Restrooms, Visitor Center","Spring, Winter, Fall",Y,N,
National Park Service,Effigy Mounds National Monument,151 Highway 76,Harpers Ferry,Iowa,52146,(563) 873-3491,https://www.nps.gov/efmo/,"Restrooms, Visitor Center","Spring, Winter, Fall",N,Y,
National Park Service,Acadia National Park,PO Box 177,Bar Harbor,Maine,04609,(207) 288-3338,https://www.nps.gov/acad/,"Restrooms, Visitor Center",All Year,N,Y,
National Park Service,Pictured Rocks National Lakeshore,PO Box 40,Munising,Michigan,49862,(906) 387-3700,https://www.nps.gov/piro/,"Restrooms, Visitor Center","Spring, Winter, Fall",Y,Y,
National Park Service,Saint-Gaudens National Historic Site,139 Saint Gaudens Road,Cornish,New Hampshire,03745,(603) 675-2175,https://www.nps.gov/saga/,"Restrooms, Visitor Center","Spring, Fall, Summer",Y,N,
National Park Service,Knife River Indian Villages National Historic Site,PO Box 9,Stanton,North Dakota,58571,(701) 745-3300,https://www.nps.gov/knri/,"Restrooms, Visitor Center","Spring, Summer, Fall",Y,N,
National Park Service,Chickasaw National Recreation Area,901 West 1st Street,Sulphur,Oklahoma,73086,(580) 622-7220,https://www.nps.gov/chic/,"Boating, Fishing","Spring, Summer, Fall, Winter",N,Y,
National Park Service,John Day Fossil Beds National Monument,32651 Highway 19,Kimberly,Oregon,97848,(541) 987-2333,https://www.nps.gov/joda/,"Restrooms, Visitor Center","Spring, Winter, Fall",N,Y,
National Park Service,San Juan National Historic Site,501 Calle Norzagaray,San Juan,Puerto Rico,00901,(787) 729-6777,https://www.nps.gov/saju/,"Restrooms, Visitor Center","Spring, Winter, Fall",N,Y,
National Park Service,Jean Lafitte National Historic Park and Preserve,419 Decatur St,New Orleans,Louisiana,70130,(504) 589-2133,https://www.nps.gov/jela/,"Restrooms, Visitor Center","Spring, Fall",N,Y,
National Park Service,Tall Grass Prairie National Preserve,2480 KS 177,Strong City,Kansas,66869,(620) 273-8494,https://www.nps.gov/tapr/,"Restrooms, Visitor Center","Spring, Fall",Y,N,
National Park Service,Mammoth Cave National Park,1 Mammoth Cave Pky,Mammoth Cave,Kentucky,42259,(270) 758-2180,https://www.nps.gov/maca/,"Restrooms, Visitor Center","Spring, Fall",Y,Y,
National Park Service,Mammoth Cave National Park,1 Mammoth Cave Pky,Mammoth Cave,Kentucky,42259,(270) 758-2180,https://www.nps.gov/maca/,"Restrooms, Visitor Center, Day use areas","Spring, Fall",Y,Y,
National Park Service,Cumberland Gap National Historical Park,91 Bartlett Park Rd,Middlesboro,Kentucky,40965,(606) 248-2817,https://www.nps.gov/cuga/,"Restrooms, Visitor Center","Spring, Fall",Y,N,
National Park Service,Assateague Island National Seashore,7206 National Seashore Ln,Berlin,Maryland,21811,(410) 641-1441,https://www.nps.gov/asis/,"Restrooms, Visitor Center, Day use areas","Spring, Fall",Y,Y,
National Park Service,Fort McHenry National Monument,2400 E Fort Ave,Baltimore,Maryland,21230,(410) 962-4290,https://www.nps.gov/fomc/,"Restrooms, Visitor Center, Day use areas","Spring, Fall",Y,Y,
National Park Service,Monocacy National Battlefield,5201 Urbana Pike,Frederick,Maryland,21704,(301) 662-3515,https://www.nps.gov/mono/,"Restrooms, Visitor Center, Day use areas, picnic areas, walk along the river","Spring, Fall",Y,Y,
National Park Service,Mississippi National River and Recreation Area,120 Kellogg Blvd E,St Paul,Minnesota,55101,(651) 293-0200,https://www.nps.gov/miss/,"Restrooms, Visitor Center, Day use areas","Spring, Fall",Y,Y,
National Park Service,Vicksburg National Military Park,3201 Clay St,Vicksburg,Mississippi,39183,(601) 636-0583,https://www.nps.gov/vick/,"Restrooms, Visitor Center, Day use areas","Spring, Fall",Y,Y,
National Park Service,Ulysses S. Grant National Historic Site,7400 Grant Rd,Saint Louis,Missouri,62123,(314) 842-1867,https://www.nps.gov/ulsg/,"Restrooms, Visitor Center, Day use areas","Spring, Fall",Y,Y,
National Park Service,Glacier National Park,PO Box 128,West Glacier,Montana,59936,(406) 888-7800,https://www.nps.gov/glac/,"Restrooms, Visitor Center, Environmental education facility, Day use areas, Snow shoe hikes in winter","Winter, Fall",Y,Y,
National Park Service,Grant-Kohrs Ranch Historic Site,266 Warren Ln,Deer Lodge,Montana,59722,(406) 846-2070,https://www.nps.gov/grko/,"Restrooms, Visitor Center, Day use areas","Spring, Fall",Y,Y,
National Park Service,El Malpais National Monument,1900 W Santa Fe Ave,Grants,New Mexico,87020,(505) 783-4774,https://www.nps.gov/elma/,"Restrooms, Visitor Center","Winter, Spring, Fall",N,N,
National Park Service,Bandelier National Monument,15 Entrance Rd,Los Alamos,New Mexico,87544,(505) 672-3861,https://www.nps.gov/band/,"Restrooms, Visitor Center, Day use areas","Winter, Spring, Fall",Y,Y,
National Park Service,Gateway National Recreation Area,210 New York Ave,Staten Island,New York,10305,(718) 354-4606,https://www.nps.gov/gate/,"Restrooms, Visitor Center, Day use areas, sightseeing along the water's edge","Spring, Fall",Y,Y,
National Park Service,Fire Island National Seashore,120 Laurel St,Patchogue,New York,11772,(631) 687-4750,https://www.nps.gov/fiis/,"Restrooms, Visitor Center, Day use areas","Spring, Fall",Y,Y,
National Park Service,Cape Hatteras National Seashore,1401 National Park Dr,Manteo,North Carolina,27954,(252) 473-2111,https://www.nps.gov/caha/,"Restrooms, Visitor Center, Day use areas, Lighthouse","Spring, Fall",Y,Y,
National Park Service,Wright Brothers National Memorial,1401 National Park Dr,Manteo,North Carolina,27954,(252) 473-2111,https://www.nps.gov/wrbr/,"Restrooms, Visitor Center, Day use areas","Spring, Fall",Y,Y,
National Park Service,Cuyahoga Valley National Park,1550 Boston Mills Rd W,Peninsula,Ohio,44264,(330) 657-2752,https://www.nps.gov/cuva/,"Restrooms, Visitor Center, Environmental education facility, Group shelters, Day use areas, bicycling trails","Spring, Fall",Y,Y,
National Park Service,Congaree National Park,100 National Park Rd,Hopkins,South Carolina,29061,(803) 776-4396,https://www.nps.gov/cong/,"Restrooms, Visitor Center, Environmental education facility, Day use areas, canoe trips","Spring, Fall",Y,Y,
National Park Service,Fort Sumter National Monument,1214 Middle Street,Sullivans Island,South Carolina,29482,(843) 883-3123,https://www.nps.gov/fosu/,"Restrooms, Visitor Center, concession boat trip available","Spring, Fall",Y,Y,
National Park Service,Shiloh National Military Park,1055 Pittsburg Landing Road,Shiloh,Tennessee,38376,(731) 689-5696,https://www.nps.gov/shil/,"Restrooms, Visitor Center, Day use areas","Spring, Fall",Y,Y,
National Park Service,Dinosaur National Monument,4545 US 40,Dinosaur,Colorado,81610,(435) 781-7700,https://www.nps.gov/dino/,"Restrooms, Environmental education facility, Day use areas, quarry tour","Spring, Fall",Y,Y,
National Park Service,Zion National Park,"1 Zion Park Blvd., State Route 9 ",Springdale,Utah,84767,(435) 772-3426,https://www.nps.gov/zion/,"Restrooms, Visitor Center, Day use areas, Hiking Trails - incorporate Leave No Trace","Winter, Spring, Fall",Y,Y,
National Park Service,Prince William Forest Park,18100 Park Headquarters Rd,Triangle,Virginia,22172,(703) 221-4322,https://www.nps.gov/prwi/,"Restrooms, Visitor Center, Environmental education facility, Day use areas, spy camps","Spring, Fall",Y,Y,
National Park Service,Anacostia Park,1900 Anacostia Dr SE,Washington,District of Columbia,20020,(202) 472-3884,https://www.nps.gov/anac/,"Restrooms, Visitor Center","Spring, Fall",N,Y,
National Park Service,Harpers Ferry National Historical Park, ,Harpers Ferry,West Virginia,25425,(304) 535-6029,https://www.nps.gov/hafe/,"Restrooms, Visitor Center, Day use areas","Spring, Fall",Y,Y,
National Park Service,Grand Teton National Park, ,Moose,Wyoming,83012,(307) 739-3300,https://www.nps.gov/grte/,"Restrooms, Visitor Center, Environmental education facility, Day use areas","Winter, Spring, Fall",Y,Y,
National Park Service,National Park of American Samoa,National Rd,Pago Pago,American Samoa,96799,(684) 699-3982,https://www.nps.gov/npsa,"Restrooms, Visitor Center, Environmental education facility, Day use areas",All Year,N,Y,
National Park Service,Glacier Bay National Park and Preserve, ,Gustavus,Alaska,99826,(907) 697-2230,https://www.nps.gov/glba/,"Restrooms, Visitor Center","Spring, Fall",N,Y,
National Park Service,Grand Canyon National Park, ,Grand Canyon,Arizona,86023,(928) 638-7888,https://www.nps.gov/grca/,"Restrooms, Visitor Center, Environmental education facility, Amphitheater","Spring, Fall",Y,Y,
National Park Service,Saguaro National Park,3693 S Old Spanish Trl,Tucson,Arizona,85730,(520) 733-5100,https://www.nps.gov/sagu/,"Restrooms, Visitor Center","Winter, Fall",N,Y,
National Park Service,Golden Gate National Recreation Area,201 Fort Mason,San Francisco,California,94123,(415) 561-4700,https://www.nps.gov/goga/,"Restrooms, Visitor Center, Environmental education facility, Day use areas","Winter, Fall",Y,Y,
National Park Service,Joshua Tree National Park,74485 National Park Dr,Twentynine Palms,California,92277,(760) 367-5500,https://www.nps.gov/jotr/,"Restrooms, Visitor Center, Environmental education facility, Day use areas","Winter, Fall",Y,Y,
National Park Service,Rosie the Riveter/World War II Home Front National Historic Park,1414 Harbour Way S,Richmond,California,94804,(510) 232-5050,https://www.nps.gov/rori/,"Restrooms, Visitor Center","Winter, Spring, Fall",N,Y,
National Park Service,Santa Monica Mountains National Recreation Area,26876 Mulholland Hwy,Calabasas,California,91360,(805) 370-2301,https://www.nps.gov/samo/,"Restrooms, Visitor Center, Environmental education facility","Winter, Spring, Fall",Y,Y,
National Park Service,Yosemite National Park, ,Yosemite National Park,California,95389,(209) 372-0200,https://www.nps.gov/yose/,"Restrooms, Visitor Center, Environmental education facility, Amphitheater, Group shelters, Day use areas","Winter, Spring, Fall",Y,Y,
National Park Service,Black Canyon of the Gunnison National Park,102 Elk Creek Rd,Gunnison,Colorado,81230,(970) 641-2337,https://www.nps.gov/blca/,"Restrooms, Visitor Center, Day use areas","Spring, Fall",Y,Y,
National Park Service,Rocky Mountain National Park,1000 US 36,Estes Park,Colorado,80517,(970) 586-1206,https://www.nps.gov/romo/,"Restrooms, Visitor Center, Environmental education facility, Group shelters, Day use areas","Spring, Fall",Y,Y,
National Park Service,Big Cypress National Preserve,33100 Tamiami Trl E,Ochopee,Florida,34141,(239) 695-2000,https://www.nps.gov/bicy/,"Restrooms, Visitor Center","Winter, Fall",N,Y,
National Park Service,Canaveral National Seashore,212 S Washington Ave,Titusville,Florida,32976,(321) 267-1110,https://www.nps.gov/cana/,"Restrooms, Visitor Center, Turtle Watch programs","Winter, Fall",N,Y,
National Park Service,DeSoto National Memorial,8300 Desoto Memorial Hwy,Bradenton,Florida,34280,(941) 792-0458,https://www.nps.gov/deso/,"Restrooms, Visitor Center","Winter, Fall",N,Y,
National Park Service,"Everglades National Park, Andersonville National Historic Site",496 Cemetery Rd,Andersonville,Georgia,31711,(229) 924-0343,https://www.nps.gov/ande/,"Restrooms, Visitor Center","Winter, Spring, Fall",N,Y,
National Park Service,"Martin Luther King, Jr. National Historic Site",450 Auburn Ave NE,Atlanta,Georgia,30312,(404) 730-3112,https://www.nps.gov/malu/,"Restrooms, Visitor Center","Winter, Spring, Fall",N,Y,
National Park Service,Yellowstone National Park, ,Yellowstone National Park,Wyoming,82190,(307) 344-7381,https://www.nps.gov/yell/,"Restrooms, Visitor Center, Environmental education facility, Group shelters, Day use areas","Spring, Fall",Y,Y,
National Park Service,Indiana Dunes National Lakeshore,1100 N Mineral Springs Rd,Porter,Indiana,46304,(219) 926-7561,https://www.nps.gov/indu/,"Restrooms, Visitor Center, Environmental education facility, Day use areas","Spring, Fall",Y,Y,
National Park Service,Cane River Creole National Historical Park,400 Rapides Dr,Natchitoches,Louisiana,71457,(318) 352-0383,https://www.nps.gov/cari,"Restrooms, Visitor Center","Winter, Spring, Fall",N,Y,
National Park Service,Channel Islands National Park,1901 Spinnaker Dr,Ventura,California,93001,(805) 658-5700,https://www.nps.gov/chis/,"Restrooms, Visitor Center, Amphitheater, Day use areas, Channel Islands LIVE, distance learning program","Winter, Fall",N,Y, 
National Park Service,Rock Creek National Park,3545 Williamsburg Ln NW,Washington,District of Columbia,20008,(202) 895-7060,https://www.nps.gov/rocr/,"Restrooms, Visitor Center, Amphitheater, Day use areas, Planetarium","Winter, Spring, Fall",Y,Y, 
National Park Service,Mount Rainier National Park,55210 238th Ave E,Ashford,Washington,98304,(360) 569-2211,https://www.nps.gov/mora/,"Restrooms, Visitor Center, Environmental education facility, Group shelters, Day use areas","Spring, Fall",Y,Y, 
National Park Service,Great Sand Dunes National Park and Preserve,11999 CO 150,Mosca,Colorado,81146,(719) 378-6300,https://www.nps.gov/grsa/,"Restrooms, Visitor Center, Amphitheater, Day use areas, Night Sky Programs","Spring, Fall",Y,Y, 
National Park Service,San Antonio Missions National Historical Park,6701 San Jose Dr,San Antonio,Texas,78214,(210) 922-0543,https://www.nps.gov/saan/,"Restrooms, Visitor Center, Day use areas, Spanish Colonial History Programs","Winter, Spring, Fall",N,Y, 
National Park Service,Hot Springs National Park,101 Reserve St,Hot Springs,Arkansas,71901,(501) 620-6715,https://www.nps.gov/hosp/,"Restrooms, Visitor Center, Amphitheater, Group shelters, Day use areas, cultural resource center","Spring, Fall",Y,Y, 
National Park Service,Big Bend National Park, ,Big Bend National Park,Texas,79834,(432) 477-2251,https://www.nps.gov/bibe,"Restrooms, Visitor Center, Amphitheater, Group shelters, Day use areas, picnic tables, trails, night sky programs, bilingual content","Winter, Spring",N,Y, 
National Park Service,Cesar Chavez National Monument,29700 Woodford Tehachapi Rd,Keene,California,93531,(661) 823-6134,https://www.nps.gov/cech/,"Restrooms, Contact Station","Spring, Fall",Y,N, 
National Park Service,Big South Fork National River & Recreation Area,4564 Leatherwood Rd,Oneida,Tennessee,37841,(423) 569-9778,https://www.nps.gov/biso/,"Restrooms, Visitor Center, Group shelters, Day use areas, story telling festival","Spring, Fall",Y,Y, 
National Park Service,Obed Wild and Scenic River, ,Wartburg,Tennessee,37887,(423) 346-6294,https://www.nps.gov/obed/,"Restrooms, identify those rocks program - grades 3-5",Fall,N,N, 
National Park Service,Badlands National Park,25216 Ben Reifel Pl,Interior,South Dakota,57750,(605) 433-5361,https://www.nps.gov/badl/,"Restrooms, Visitor Center, Group shelters, Day use areas, youth paleontology programs","Spring, Fall",N,Y, 
National Park Service,Kenilworth Park & Aquatic Gardens,1550 Anacostia Ave NE,Washington,District of Columbia,20019,(202) 692-6080,https://www.nps.gov/keaq/,"Restrooms, Visitor Center, Day use areas","Spring, Fall",Y,Y, 
National Park Service,African Burial Ground National Monument,290 Broadway,New York,New York,10007,(212) 637-2019,https://www.nps.gov/afbg/,"Restrooms, Visitor Center, tours by  2 week advance reservation","Spring, Fall",Y,Y, 
National Park Service,Blue Ridge Parkway, ,Asheville,North Carolina,28803,(828) 348-3400,https://www.nps.gov/blri/,"Restrooms, Visitor Center, Amphitheater, Group shelters, Day use areas","Spring, Fall",Y,Y, 
National Park Service,Marsh-Billings-Rockefeller National Historical Park,54 Elm St,Woodstock,Vermont,05091,(802) 457-3368,https://www.nps.gov/mabi/,"Restrooms, Visitor Center, Group shelters, Day use areas, Forest Center as an Indoor space, if working with park staff","Winter, Spring, Fall",Y,Y, 
National Park Service,Point Reyes National Seashore,1 Bear Valley Rd,Point Reyes Station,California,94956,(415) 464-5100,https://www.nps.gov/pore/,"Restrooms, Visitor Center, Environmental education facility, Group shelters, Day use areas, Historic Lighthouse Tours, Grey Whale Watching","Winter, Spring, Fall",Y,Y, 
National Park Service,Pinnacles National Monument,5000 Highway 146,Paicines,California,95043,(831) 389-4486,https://www.nps.gov/pinn,"Restrooms, Visitor Center, Group shelters, Day use areas, education guide on line for teachers",Spring,Y,Y, 
National Park Service,Cabrillo National Monument,1800 Cabrillo Memorial Dr,San Diego,California,92106,(619) 523-4589,https://www.nps.gov/cabr/,"Restrooms, Visitor Center, Day use areas, tidepool programs, advance reservation","Winter, Spring, Fall",Y,Y, 
National Park Service,Castillo De San Marcos National Monument,1 S Castillo Dr,St Augustine,Florida,32084,(904) 829-6506,https://www.nps.gov/casa/,"Restrooms, Visitor Center, Day use areas","Winter, Spring",N,Y, 
National Park Service,Thomas Edison National Historical Park,211 Main St,West Orange,New Jersey,07052,(973) 736-0550,https://www.nps.gov/edis/,"Restrooms, Visitor Center, Idea to Product, Edison Invention Process","Winter, Spring, Fall",Y,Y, 
National Park Service,Eisenhower National Historic Site,1195 Baltimore Pike,Gettysburg,Pennsylvania,17325,(717) 338-9114,https://www.nps.gov/eise/,"Restrooms, Visitor Center, Environmental education facility, Day use areas, Molding of a Leader Program","Spring, Fall",Y,Y, 
National Park Service,Gettysburg National Military Park,1195 Baltimore Pike,Gettysburg,Pennsylvania,17325,(717) 334-1124,https://www.nps.gov/gett/,"Restrooms, Visitor Center, Group shelters, Day use areas, The Best Field Trip Ever - Field Trip Planner on website","Spring, Fall",Y,Y, 
National Park Service,Homestead National Park,8523 NE-4,Beatrice,Nebraska,68310,(402) 223-3514,https://www.nps.gov/home/,"Restrooms, Visitor Center, Day use areas, Education Center","Spring, Fall",Y,Y, 
National Park Service,San Juan Islands National Historic Monument,4668 Cattle Point Rd,Friday Harbor,Washington,98250,(360) 378-2240,https://www.nps.gov/sajh/,"Restrooms, Visitor Center, Day use areas, Orca whale natural history, ecology of salt marsh","Spring, Fall",Y,Y, 
National Park Service,Lave Beds National Monument,1 Indian Wells HQTRS,Tulelake,California,96134,(530) 378-2240,https://www.nps.gov/labe/,"Restrooms, Visitor Center, Day use areas, Ranger-led education programs","Spring, Fall",Y,Y, 
National Park Service,Lassen Volcanic National Park, ,Mineral,California,96063,(530) 595-4480,https://www.nps.gov/lavo/,"Restrooms, Visitor Center, Group shelters, Day use areas, Discovery Center & Science Lab, open by reservation only","Spring, Fall",Y,Y, 
National Park Service,Devil's Postpile National Monument, ,Mammoth Lakes,California,93546,(760) 924-5505,https://www.nps.gov/depo/,"Restrooms, Visitor Center, picnic areas","Spring, Fall",Y,Y, 
National Park Service,Brown v Board of Education National Historic Site,1515 SE Monroe St,Topeka,Kansas,06612,(785) 354-4273,https://www.nps.gov/brvb/,"Restrooms, Visitor Center, picnic area","Spring, Fall",Y,Y, 
National Park Service,Fort Smith National Historic Site,301 Parker Ave,Fort Smith,Arkansas,72901,(479) 783-3961,https://www.nps.gov/fosm/,"Restrooms, Visitor Center, Day use areas, self guiding trails","Spring, Fall",N,Y, 
National Park Service,Mount Rushmore National Memorial,13000 SD Highway 244,Keystone,South Dakota,57751,(605) 574-3165,https://www.nps.gov/moru/,"Restrooms, Visitor Center, Group shelters, Day use areas, Ranger led activity in historic Sculptor's Studio - by reservation only",Spring,Y,Y, 
National Park Service,Cape Cod National Seashore, ,Wellfleet,Massachusetts,02667,(508) 771-2144,https://www.nps.gov/caco/,"Restrooms, Visitor Center, Amphitheater, Day use areas","Spring, Fall",Y,Y, 
National Park Service,Great Smoky Mountains National Park,107 Park Headquarters Rd,Gatlinburg,Tennessee,37738,(865) 436-1258,https://www.nps.gov/grsm/,"Restrooms, Visitor Center, Environmental education facility, Amphitheater, Group shelters, Day use areas, Explore With Your Senses Program","Spring, Fall",Y,Y, 
National Park Service, National Mall and Memorial Parks,900 Ohio Dr SW,Washington,District of Columbia,20024,(202) 426-6841,https://www.nps.gov/nama/,"Restrooms, Visitor Center, free curriculum based programs - by advance reservations","Spring, Fall",Y,Y, 
National Park Service,Chesapeake and Ohio Canal National Historical Park,11710 MacArthur Blvd,Potomac,Maryland,20854,(301) 582-0813,https://www.nps.gov/choh/,"Restrooms, Visitor Center, Group shelters, Day use areas, Ride the Mercer (mule-drawn boat ride)","Spring, Fall",Y,Y, 
National Park Service,Independence National Historical Park,143 S 3rd St,Philadelphia,Pennsylvania,19106,(215) 965-2305,https://www.nps.gov/inde/,"Restrooms, Visitor Center, Day use areas, Independence Park Institute","Spring, Fall",Y,Y, 
National Park Service,Boston African American National Historic Site,15 State St,Boston,Massachusetts,02109,(617) 742-5415,https://www.nps.gov/boaf/,"Restrooms, Visitor Center, Day use areas","Spring, Summer",Y,Y, 
National Park Service,Valley Forge National Historical Park,1400 N Outer Line Dr,King of Prussia,Pennsylvania,19406,(610) 783-1077,https://www.nps.gov/vafo/,"Restrooms, Visitor Center, Group shelters, Day use areas, Wayne's Woods and Varnum's Picnic Areas best suited for school groups","Spring, Fall",Y,Y, 
